domain,cell_id,pchp_cell_mae,control_cell_mae,prediction_rows,pchp_minus_control
MATR,MATR/MATR_b4c18,0.06138374008395212,0.059748109861017536,1052,0.0016356302229345865
MATR,MATR/MATR_b4c19,0.07414364284919628,0.07386668918353759,1106,0.0002769536656586913
MATR,MATR/MATR_b4c2,0.04019885978832218,0.04015472996220378,779,4.412982611839977e-05
MATR,MATR/MATR_b4c20,0.037580123822086316,0.03460630184899026,799,0.0029738219730960566
MATR,MATR/MATR_b4c21,0.05531382469467242,0.053535109731141214,898,0.001778714963531207
MATR,MATR/MATR_b4c22,0.06992343145602602,0.06636055932759921,740,0.0035628721284268056
MATR,MATR/MATR_b4c23,0.05913728918468441,0.05334430306622223,1089,0.0057929861184621775
MATR,MATR/MATR_b4c24,0.04727338048504608,0.048712059904446554,1110,-0.001438679419400471
MATR,MATR/MATR_b4c25,0.08547414380551586,0.08440442528468883,562,0.0010697185208270316
MATR,MATR/MATR_b4c26,0.08202923366942586,0.08272259574277223,574,-0.0006933620733463736
MATR,MATR/MATR_b4c27,0.06364643364698455,0.06240991809597201,558,0.0012365155510125417
MATR,MATR/MATR_b4c28,0.050604791814017454,0.04912553720736078,877,0.0014792546066566756
MATR,MATR/MATR_b4c29,0.044415959416324716,0.04113707377416728,951,0.0032788856421574336
MATR,MATR/MATR_b4c3,0.07260897436308593,0.07352034868803563,906,-0.0009113743249496986
MATR,MATR/MATR_b4c30,0.044651929240822105,0.04586641743221324,714,-0.0012144881913911318
MATR,MATR/MATR_b4c31,0.1520479185360799,0.15495497074042164,827,-0.0029070522043417313
MATR,MATR/MATR_b4c32,0.06864813945929162,0.06818585542466034,834,0.0004622840346312773
MATR,MATR/MATR_b4c33,0.06507003541576462,0.05992736334887126,525,0.005142672066893353
MATR,MATR/MATR_b4c34,0.04206627088204375,0.040718791318236726,992,0.0013474795638070275
