outer_target_domain,inner_validation_domain,alpha,recovery,physical_cells,validation_rows,method_cell_macro_mae
HNEI,CALCE,0.01,0.00025,13,14233,0.09321681698106819
HNEI,CALCE,0.005,0.00025,13,14233,0.07145602450723858
HNEI,CALCE,1.0,0.0005,13,14233,0.41781667339616885
HNEI,CALCE,0.5,0.0005,13,14233,0.29151983664159814
HNEI,CALCE,0.2,0.0005,13,14233,0.17042504649940454
HNEI,CALCE,0.1,0.0005,13,14233,0.13996928725905475
HNEI,CALCE,0.05,0.0005,13,14233,0.12492347627713324
HNEI,CALCE,0.03,0.0005,13,14233,0.11594170906161125
HNEI,CALCE,0.02,0.0005,13,14233,0.10827261841574899
HNEI,CALCE,0.015,0.0005,13,14233,0.10206019157999287
HNEI,CALCE,0.01,0.0005,13,14233,0.09202782870739071
HNEI,CALCE,0.005,0.0005,13,14233,0.07048967044987989
HNEI,CALCE,1.0,0.001,13,14233,0.36991460383563574
HNEI,CALCE,0.5,0.001,13,14233,0.24423033919687778
HNEI,CALCE,0.2,0.001,13,14233,0.15465158513448596
HNEI,CALCE,0.1,0.001,13,14233,0.1334461703184172
HNEI,CALCE,0.05,0.001,13,14233,0.1217858732685492
HNEI,CALCE,0.03,0.001,13,14233,0.11391215997377936
HNEI,CALCE,0.02,0.001,13,14233,0.10668367201920088
HNEI,CALCE,0.015,0.001,13,14233,0.10060708793475309
HNEI,CALCE,0.01,0.001,13,14233,0.09069109855217612
HNEI,CALCE,0.005,0.001,13,14233,0.06961527713452756
HNEI,CALCE,1.0,0.002,13,14233,0.3113491468014105
HNEI,CALCE,0.5,0.002,13,14233,0.19891468281830885
HNEI,CALCE,0.2,0.002,13,14233,0.1426207480998705
HNEI,CALCE,0.1,0.002,13,14233,0.12821472688513144
HNEI,CALCE,0.05,0.002,13,14233,0.11928011767024002
HNEI,CALCE,0.03,0.002,13,14233,0.11229195140432714
HNEI,CALCE,0.02,0.002,13,14233,0.10537388304047036
HNEI,CALCE,0.015,0.002,13,14233,0.09941077514278954
HNEI,CALCE,0.01,0.002,13,14233,0.08967629096965474
HNEI,CALCE,0.005,0.002,13,14233,0.06896474909356685
HNEI,CALCE,1.0,0.005,13,14233,0.2275013178401171
HNEI,CALCE,0.5,0.005,13,14233,0.16117557999722293
HNEI,CALCE,0.2,0.005,13,14233,0.13227857839147358
HNEI,CALCE,0.1,0.005,13,14233,0.12401116533643806
HNEI,CALCE,0.05,0.005,13,14233,0.1172291302238837
HNEI,CALCE,0.03,0.005,13,14233,0.1110179453244955
HNEI,CALCE,0.02,0.005,13,14233,0.10430487500326772
HNEI,CALCE,0.015,0.005,13,14233,0.0984327223906685
HNEI,CALCE,0.01,0.005,13,14233,0.08892508225632914
HNEI,CALCE,0.005,0.005,13,14233,0.06845428616870286
HNEI,HUST,1.0,0.0,77,145735,0.03078571676049283
HNEI,HUST,0.5,0.0,77,145735,0.030752444428027555
HNEI,HUST,0.2,0.0,77,145735,0.030712552816876126
HNEI,HUST,0.1,0.0,77,145735,0.03067725566942883
HNEI,HUST,0.05,0.0,77,145735,0.030629354471094574
HNEI,HUST,0.03,0.0,77,145735,0.030566475181407052
HNEI,HUST,0.02,0.0,77,145735,0.03047965076845653
HNEI,HUST,0.015,0.0,77,145735,0.030370116816205578
HNEI,HUST,0.01,0.0,77,145735,0.030120764990757807
HNEI,HUST,0.005,0.0,77,145735,0.029645447765062928
HNEI,HUST,1.0,0.00025,77,145735,0.03184806135213817
HNEI,HUST,0.5,0.00025,77,145735,0.03185604933276505
HNEI,HUST,0.2,0.00025,77,145735,0.031856929727549214
HNEI,HUST,0.1,0.00025,77,145735,0.031834493803996
HNEI,HUST,0.05,0.00025,77,145735,0.03176709005334191
HNEI,HUST,0.03,0.00025,77,145735,0.031660947700794174
HNEI,HUST,0.02,0.00025,77,145735,0.03149883615573994
HNEI,HUST,0.015,0.00025,77,145735,0.03132121398201335
HNEI,HUST,0.01,0.00025,77,145735,0.030924106077404513
HNEI,HUST,0.005,0.00025,77,145735,0.03008239084142497
HNEI,HUST,1.0,0.0005,77,145735,0.03203739363785275
HNEI,HUST,0.5,0.0005,77,145735,0.03206027888514343
HNEI,HUST,0.2,0.0005,77,145735,0.032073339006896205
HNEI,HUST,0.1,0.0005,77,145735,0.03205308558602936
HNEI,HUST,0.05,0.0005,77,145735,0.03198144994777489
HNEI,HUST,0.03,0.0005,77,145735,0.031865844985824655
HNEI,HUST,0.02,0.0005,77,145735,0.03169091388923315
HNEI,HUST,0.015,0.0005,77,145735,0.031492243771202987
HNEI,HUST,0.01,0.0005,77,145735,0.031049891367638364
HNEI,HUST,0.005,0.0005,77,145735,0.030145665170430224
HNEI,HUST,1.0,0.001,77,145735,0.032145465969265485
HNEI,HUST,0.5,0.001,77,145735,0.03217818887191526
HNEI,HUST,0.2,0.001,77,145735,0.03219070607393058
HNEI,HUST,0.1,0.001,77,145735,0.03216244656674015
HNEI,HUST,0.05,0.001,77,145735,0.03208253404541936
HNEI,HUST,0.03,0.001,77,145735,0.03195620245743909
HNEI,HUST,0.02,0.001,77,145735,0.03176655344321843
HNEI,HUST,0.015,0.001,77,145735,0.031554898684528356
HNEI,HUST,0.01,0.001,77,145735,0.031101105195573884
HNEI,HUST,0.005,0.001,77,145735,0.030180499986246695
HNEI,HUST,1.0,0.002,77,145735,0.03220568427735768
HNEI,HUST,0.5,0.002,77,145735,0.03223918015672844
HNEI,HUST,0.2,0.002,77,145735,0.032242937975623616
HNEI,HUST,0.1,0.002,77,145735,0.03220861440017819
HNEI,HUST,0.05,0.002,77,145735,0.03212426310335013
HNEI,HUST,0.03,0.002,77,145735,0.03199411330059717
HNEI,HUST,0.02,0.002,77,145735,0.031800983190591096
HNEI,HUST,0.015,0.002,77,145735,0.03158662383336342
HNEI,HUST,0.01,0.002,77,145735,0.031127886644932504
HNEI,HUST,0.005,0.002,77,145735,0.030202399036988865
HNEI,HUST,1.0,0.005,77,145735,0.03225733275803699
HNEI,HUST,0.5,0.005,77,145735,0.03227906419482633
HNEI,HUST,0.2,0.005,77,145735,0.032272287276840735
HNEI,HUST,0.1,0.005,77,145735,0.03223467338979165
HNEI,HUST,0.05,0.005,77,145735,0.03214742501709139
HNEI,HUST,0.03,0.005,77,145735,0.03201484905737255
HNEI,HUST,0.02,0.005,77,145735,0.031820502432878234
HNEI,HUST,0.015,0.005,77,145735,0.031603706048823836
HNEI,HUST,0.01,0.005,77,145735,0.031142999448032616
HNEI,HUST,0.005,0.005,77,145735,0.030213344079660816
HNEI,MATR,1.0,0.0,169,139148,0.06256751000611116
HNEI,MATR,0.5,0.0,169,139148,0.06105220265694998
HNEI,MATR,0.2,0.0,169,139148,0.05920175082694217
HNEI,MATR,0.1,0.0,169,139148,0.057697313977715076
HNEI,MATR,0.05,0.0,169,139148,0.05606614018920951
HNEI,MATR,0.03,0.0,169,139148,0.05468047425701685
HNEI,MATR,0.02,0.0,169,139148,0.05332804391427418
HNEI,MATR,0.015,0.0,169,139148,0.05216819148095311
HNEI,MATR,0.01,0.0,169,139148,0.05019080507230521
HNEI,MATR,0.005,0.0,169,139148,0.04603939393239656
HNEI,MATR,1.0,0.00025,169,139148,0.059206842961397596
HNEI,MATR,0.5,0.00025,169,139148,0.05769603255070088
HNEI,MATR,0.2,0.00025,169,139148,0.055927280951600794
HNEI,MATR,0.1,0.00025,169,139148,0.05471419879702693
HNEI,MATR,0.05,0.00025,169,139148,0.053494499873494125
HNEI,MATR,0.03,0.00025,169,139148,0.05243665618378669
HNEI,MATR,0.02,0.00025,169,139148,0.051332577436918436
HNEI,MATR,0.015,0.00025,169,139148,0.050338861955452924
HNEI,MATR,0.01,0.00025,169,139148,0.048532303080419885
HNEI,MATR,0.005,0.00025,169,139148,0.04445613230473205
HNEI,MATR,1.0,0.0005,169,139148,0.05786910559444783
HNEI,MATR,0.5,0.0005,169,139148,0.056372627171347695
HNEI,MATR,0.2,0.0005,169,139148,0.05474717051798802
HNEI,MATR,0.1,0.0005,169,139148,0.053660863508574616
HNEI,MATR,0.05,0.0005,169,139148,0.05257129017839474
HNEI,MATR,0.03,0.0005,169,139148,0.051591204380925265
HNEI,MATR,0.02,0.0005,169,139148,0.05055151670359674
HNEI,MATR,0.015,0.0005,169,139148,0.04961956970596756
HNEI,MATR,0.01,0.0005,169,139148,0.04788469055836605
HNEI,MATR,0.005,0.0005,169,139148,0.04384763380634502
HNEI,MATR,1.0,0.001,169,139148,0.05643832573249312
HNEI,MATR,0.5,0.001,169,139148,0.055025133794355634
HNEI,MATR,0.2,0.001,169,139148,0.05356468695477656
HNEI,MATR,0.1,0.001,169,139148,0.05261415540049835
HNEI,MATR,0.05,0.001,169,139148,0.05161269291176726
HNEI,MATR,0.03,0.001,169,139148,0.050686260147407354
HNEI,MATR,0.02,0.001,169,139148,0.04973248928683752
HNEI,MATR,0.015,0.001,169,139148,0.04887231476563103
HNEI,MATR,0.01,0.001,169,139148,0.047202864530623896
HNEI,MATR,0.005,0.001,169,139148,0.0432065827279413
HNEI,MATR,1.0,0.002,169,139148,0.05505065466120776
HNEI,MATR,0.5,0.002,169,139148,0.053748667105660966
HNEI,MATR,0.2,0.002,169,139148,0.05247312413285098
HNEI,MATR,0.1,0.002,169,139148,0.05160720390051953
HNEI,MATR,0.05,0.002,169,139148,0.05065858900419163
HNEI,MATR,0.03,0.002,169,139148,0.049818559456696124
HNEI,MATR,0.02,0.002,169,139148,0.04896217804605514
HNEI,MATR,0.015,0.002,169,139148,0.04814115619843772
HNEI,MATR,0.01,0.002,169,139148,0.04650541700081894
HNEI,MATR,0.005,0.002,169,139148,0.04256055261803161
HNEI,MATR,1.0,0.005,169,139148,0.05348745199262311
HNEI,MATR,0.5,0.005,169,139148,0.052394150808931436
HNEI,MATR,0.2,0.005,169,139148,0.05129501099116439
HNEI,MATR,0.1,0.005,169,139148,0.050502578226756314
HNEI,MATR,0.05,0.005,169,139148,0.049655215417907496
HNEI,MATR,0.03,0.005,169,139148,0.04889685641395733
HNEI,MATR,0.02,0.005,169,139148,0.048070192252200696
HNEI,MATR,0.015,0.005,169,139148,0.047273524917485536
HNEI,MATR,0.01,0.005,169,139148,0.045679682186199645
HNEI,MATR,0.005,0.005,169,139148,0.04182673955116494
HNEI,MICH,1.0,0.0,40,19681,0.07634480085635213
HNEI,MICH,0.5,0.0,40,19681,0.07686838631105544
HNEI,MICH,0.2,0.0,40,19681,0.0784103475170598
HNEI,MICH,0.1,0.0,40,19681,0.08064154568386568
HNEI,MICH,0.05,0.0,40,19681,0.08381786939548844
HNEI,MICH,0.03,0.0,40,19681,0.08656549289291623
HNEI,MICH,0.02,0.0,40,19681,0.0889117113061699
HNEI,MICH,0.015,0.0,40,19681,0.09084331557421257
HNEI,MICH,0.01,0.0,40,19681,0.09461011747864974
HNEI,MICH,0.005,0.0,40,19681,0.10739233500286871
HNEI,MICH,1.0,0.00025,40,19681,0.07678258884619633
HNEI,MICH,0.5,0.00025,40,19681,0.07739592955642506
HNEI,MICH,0.2,0.00025,40,19681,0.07906080360753079
HNEI,MICH,0.1,0.00025,40,19681,0.08136569294310433
HNEI,MICH,0.05,0.00025,40,19681,0.08455414699681124
HNEI,MICH,0.03,0.00025,40,19681,0.08725461650096746
HNEI,MICH,0.02,0.00025,40,19681,0.08939394695717377
HNEI,MICH,0.015,0.00025,40,19681,0.09114424158374437
HNEI,MICH,0.01,0.00025,40,19681,0.09456749504450888
HNEI,MICH,0.005,0.00025,40,19681,0.10729378995759568
HNEI,MICH,1.0,0.0005,40,19681,0.07705970262608516
HNEI,MICH,0.5,0.0005,40,19681,0.07771325680878115
HNEI,MICH,0.2,0.0005,40,19681,0.07942250384371162
HNEI,MICH,0.1,0.0005,40,19681,0.0817610271278698
HNEI,MICH,0.05,0.0005,40,19681,0.08497320311095968
HNEI,MICH,0.03,0.0005,40,19681,0.08762709787575958
HNEI,MICH,0.02,0.0005,40,19681,0.0896850388409702
HNEI,MICH,0.015,0.0005,40,19681,0.09133668797952008
HNEI,MICH,0.01,0.0005,40,19681,0.09457720351628376
HNEI,MICH,0.005,0.0005,40,19681,0.10727865509221637
HNEI,MICH,1.0,0.001,40,19681,0.07741620093806818
HNEI,MICH,0.5,0.001,40,19681,0.07807225468859694
HNEI,MICH,0.2,0.001,40,19681,0.0798063617231452
HNEI,MICH,0.1,0.001,40,19681,0.08217066675404831
HNEI,MICH,0.05,0.001,40,19681,0.08539723000239263
HNEI,MICH,0.03,0.001,40,19681,0.0880196890549457
HNEI,MICH,0.02,0.001,40,19681,0.08998048378608933
HNEI,MICH,0.015,0.001,40,19681,0.09154037766847277
HNEI,MICH,0.01,0.001,40,19681,0.09460490573955316
HNEI,MICH,0.005,0.001,40,19681,0.10727135013821276
HNEI,MICH,1.0,0.002,40,19681,0.07771594230190695
HNEI,MICH,0.5,0.002,40,19681,0.07836564331114726
HNEI,MICH,0.2,0.002,40,19681,0.0801000764929568
HNEI,MICH,0.1,0.002,40,19681,0.08245921571642253
HNEI,MICH,0.05,0.002,40,19681,0.08569841232870921
HNEI,MICH,0.03,0.002,40,19681,0.0883056109586122
HNEI,MICH,0.02,0.002,40,19681,0.09021504734160016
HNEI,MICH,0.015,0.002,40,19681,0.09168631388392802
HNEI,MICH,0.01,0.002,40,19681,0.0946368277966467
HNEI,MICH,0.005,0.002,40,19681,0.10727666102867435
HNEI,MICH,1.0,0.005,40,19681,0.07795174910183446
HNEI,MICH,0.5,0.005,40,19681,0.07858496768147206
HNEI,MICH,0.2,0.005,40,19681,0.08030582231247549
HNEI,MICH,0.1,0.005,40,19681,0.08265330351239522
HNEI,MICH,0.05,0.005,40,19681,0.08589934930360107
HNEI,MICH,0.03,0.005,40,19681,0.08848760973336443
HNEI,MICH,0.02,0.005,40,19681,0.09035972518120956
HNEI,MICH,0.015,0.005,40,19681,0.09178307341287645
HNEI,MICH,0.01,0.005,40,19681,0.09467614297839141
HNEI,MICH,0.005,0.005,40,19681,0.10729702820171845
HNEI,MICH_EXP,1.0,0.0,18,6455,0.2216674624251388
HNEI,MICH_EXP,0.5,0.0,18,6455,0.15688012927252573
HNEI,MICH_EXP,0.2,0.0,18,6455,0.11501427126876644
HNEI,MICH_EXP,0.1,0.0,18,6455,0.10324889503553464
HNEI,MICH_EXP,0.05,0.0,18,6455,0.09900801178523806
HNEI,MICH_EXP,0.03,0.0,18,6455,0.09655459852970366
HNEI,MICH_EXP,0.02,0.0,18,6455,0.09429482005426863
HNEI,MICH_EXP,0.015,0.0,18,6455,0.09263034716762074
HNEI,MICH_EXP,0.01,0.0,18,6455,0.09133114548973498
HNEI,MICH_EXP,0.005,0.0,18,6455,0.09261133438928283
HNEI,MICH_EXP,1.0,0.00025,18,6455,0.2133437287074324
HNEI,MICH_EXP,0.5,0.00025,18,6455,0.1492248336328816
HNEI,MICH_EXP,0.2,0.00025,18,6455,0.10872359487084372
HNEI,MICH_EXP,0.1,0.00025,18,6455,0.10065565476310095
HNEI,MICH_EXP,0.05,0.00025,18,6455,0.0975474211251289
HNEI,MICH_EXP,0.03,0.00025,18,6455,0.09546185584720407
HNEI,MICH_EXP,0.02,0.00025,18,6455,0.09354659665528173
HNEI,MICH_EXP,0.015,0.00025,18,6455,0.0922020763207061
HNEI,MICH_EXP,0.01,0.00025,18,6455,0.091257274145351
HNEI,MICH_EXP,0.005,0.00025,18,6455,0.09254708670035239
HNEI,MICH_EXP,1.0,0.0005,18,6455,0.20561420210030007
HNEI,MICH_EXP,0.5,0.0005,18,6455,0.1407697829506473
HNEI,MICH_EXP,0.2,0.0005,18,6455,0.10521859179430498
HNEI,MICH_EXP,0.1,0.0005,18,6455,0.09953773327520357
HNEI,MICH_EXP,0.05,0.0005,18,6455,0.0970215297509733
HNEI,MICH_EXP,0.03,0.0005,18,6455,0.0951838441173902
HNEI,MICH_EXP,0.02,0.0005,18,6455,0.09333156386284368
HNEI,MICH_EXP,0.015,0.0005,18,6455,0.09200111126367111
HNEI,MICH_EXP,0.01,0.0005,18,6455,0.09106454494416787
HNEI,MICH_EXP,0.005,0.0005,18,6455,0.09229533402539752
HNEI,MICH_EXP,1.0,0.001,18,6455,0.18964834888666324
HNEI,MICH_EXP,0.5,0.001,18,6455,0.12657722297079949
HNEI,MICH_EXP,0.2,0.001,18,6455,0.10268227988825171
HNEI,MICH_EXP,0.1,0.001,18,6455,0.09868237319084243
HNEI,MICH_EXP,0.05,0.001,18,6455,0.09660792184642306
HNEI,MICH_EXP,0.03,0.001,18,6455,0.09489683021515333
HNEI,MICH_EXP,0.02,0.001,18,6455,0.0930283775191326
HNEI,MICH_EXP,0.015,0.001,18,6455,0.09166032974136472
HNEI,MICH_EXP,0.01,0.001,18,6455,0.09064679225913688
HNEI,MICH_EXP,0.005,0.001,18,6455,0.0917592564875849
HNEI,MICH_EXP,1.0,0.002,18,6455,0.16046535265507558
HNEI,MICH_EXP,0.5,0.002,18,6455,0.11544726449428176
HNEI,MICH_EXP,0.2,0.002,18,6455,0.10076337834844831
HNEI,MICH_EXP,0.1,0.002,18,6455,0.09800069443902808
HNEI,MICH_EXP,0.05,0.002,18,6455,0.09620947004901127
HNEI,MICH_EXP,0.03,0.002,18,6455,0.09453198515636492
HNEI,MICH_EXP,0.02,0.002,18,6455,0.09255077787700537
HNEI,MICH_EXP,0.015,0.002,18,6455,0.09107462586561789
HNEI,MICH_EXP,0.01,0.002,18,6455,0.08987131221175021
HNEI,MICH_EXP,0.005,0.002,18,6455,0.09076231895129197
HNEI,MICH_EXP,1.0,0.005,18,6455,0.13024870751294915
HNEI,MICH_EXP,0.5,0.005,18,6455,0.10674521062319381
HNEI,MICH_EXP,0.2,0.005,18,6455,0.09901382296445366
HNEI,MICH_EXP,0.1,0.005,18,6455,0.09724227442279093
HNEI,MICH_EXP,0.05,0.005,18,6455,0.09552539119321989
HNEI,MICH_EXP,0.03,0.005,18,6455,0.09361343653082912
HNEI,MICH_EXP,0.02,0.005,18,6455,0.09123143054086226
HNEI,MICH_EXP,0.015,0.005,18,6455,0.08939476119388544
HNEI,MICH_EXP,0.01,0.005,18,6455,0.08770083779782474
HNEI,MICH_EXP,0.005,0.005,18,6455,0.08824611364028083
HNEI,RWTH,1.0,0.0,48,105140,0.1685674685257331
HNEI,RWTH,0.5,0.0,48,105140,0.1682035585307093
HNEI,RWTH,0.2,0.0,48,105140,0.16759327840078087
HNEI,RWTH,0.1,0.0,48,105140,0.16694080594095898
HNEI,RWTH,0.05,0.0,48,105140,0.16589811041802785
HNEI,RWTH,0.03,0.0,48,105140,0.16461624396885605
HNEI,RWTH,0.02,0.0,48,105140,0.16307915908876028
HNEI,RWTH,0.015,0.0,48,105140,0.16155937256106212
HNEI,RWTH,0.01,0.0,48,105140,0.15853698445789513
HNEI,RWTH,0.005,0.0,48,105140,0.15037401953702126
HNEI,RWTH,1.0,0.00025,48,105140,0.169581358162695
HNEI,RWTH,0.5,0.00025,48,105140,0.16919726439353788
HNEI,RWTH,0.2,0.00025,48,105140,0.1686723282371891
HNEI,RWTH,0.1,0.00025,48,105140,0.16808392107778677
HNEI,RWTH,0.05,0.00025,48,105140,0.16706281188141844
HNEI,RWTH,0.03,0.00025,48,105140,0.16576194924153057
HNEI,RWTH,0.02,0.00025,48,105140,0.1641366775767947
HNEI,RWTH,0.015,0.00025,48,105140,0.16250311896112932
HNEI,RWTH,0.01,0.00025,48,105140,0.1592906506515137
HNEI,RWTH,0.005,0.00025,48,105140,0.15069958731571229
HNEI,RWTH,1.0,0.0005,48,105140,0.16947607371902806
HNEI,RWTH,0.5,0.0005,48,105140,0.16912499917915266
HNEI,RWTH,0.2,0.0005,48,105140,0.16862870408344452
HNEI,RWTH,0.1,0.0005,48,105140,0.16804550475257082
HNEI,RWTH,0.05,0.0005,48,105140,0.16705311565237504
HNEI,RWTH,0.03,0.0005,48,105140,0.16578370908576437
HNEI,RWTH,0.02,0.0005,48,105140,0.16417495848173494
HNEI,RWTH,0.015,0.0005,48,105140,0.16255976936253613
HNEI,RWTH,0.01,0.0005,48,105140,0.15937430468962963
HNEI,RWTH,0.005,0.0005,48,105140,0.15077469649513356
HNEI,RWTH,1.0,0.001,48,105140,0.16934420999285962
HNEI,RWTH,0.5,0.001,48,105140,0.16902023218673193
HNEI,RWTH,0.2,0.001,48,105140,0.16853256737838918
HNEI,RWTH,0.1,0.001,48,105140,0.16797792139625525
HNEI,RWTH,0.05,0.001,48,105140,0.1670449036339787
HNEI,RWTH,0.03,0.001,48,105140,0.16581255672673348
HNEI,RWTH,0.02,0.001,48,105140,0.1642314993571945
HNEI,RWTH,0.015,0.001,48,105140,0.16263574228050673
HNEI,RWTH,0.01,0.001,48,105140,0.15947450316662512
HNEI,RWTH,0.005,0.001,48,105140,0.15088948807611555
HNEI,RWTH,1.0,0.002,48,105140,0.1692052343431697
HNEI,RWTH,0.5,0.002,48,105140,0.1688964200824524
HNEI,RWTH,0.2,0.002,48,105140,0.1684298513227461
HNEI,RWTH,0.1,0.002,48,105140,0.16793192701718007
HNEI,RWTH,0.05,0.002,48,105140,0.167053342393134
HNEI,RWTH,0.03,0.002,48,105140,0.1658647384236955
HNEI,RWTH,0.02,0.002,48,105140,0.1643139329362673
HNEI,RWTH,0.015,0.002,48,105140,0.16274464914102357
HNEI,RWTH,0.01,0.002,48,105140,0.1596250958211465
HNEI,RWTH,0.005,0.002,48,105140,0.15109862471365357
HNEI,RWTH,1.0,0.005,48,105140,0.16903883705994316
HNEI,RWTH,0.5,0.005,48,105140,0.16874075237557548
HNEI,RWTH,0.2,0.005,48,105140,0.1683424260320254
HNEI,RWTH,0.1,0.005,48,105140,0.16790704152278793
HNEI,RWTH,0.05,0.005,48,105140,0.16709794202285422
HNEI,RWTH,0.03,0.005,48,105140,0.16595827552701617
HNEI,RWTH,0.02,0.005,48,105140,0.16445733440696944
HNEI,RWTH,0.015,0.005,48,105140,0.16292039796901045
HNEI,RWTH,0.01,0.005,48,105140,0.1598543301808795
HNEI,RWTH,0.005,0.005,48,105140,0.1514579151695031
HNEI,SDU,1.0,0.0,86,48716,0.09105127517957592
HNEI,SDU,0.5,0.0,86,48716,0.08967299848157961
HNEI,SDU,0.2,0.0,86,48716,0.08806188121937303
HNEI,SDU,0.1,0.0,86,48716,0.08660378982971441
HNEI,SDU,0.05,0.0,86,48716,0.08444834484848732
HNEI,SDU,0.03,0.0,86,48716,0.08186249024016495
HNEI,SDU,0.02,0.0,86,48716,0.0788243080823297
HNEI,SDU,0.015,0.0,86,48716,0.07585365160633863
HNEI,SDU,0.01,0.0,86,48716,0.07050439005850671
HNEI,SDU,0.005,0.0,86,48716,0.059150260364078854
HNEI,SDU,1.0,0.00025,86,48716,0.0900082216280834
HNEI,SDU,0.5,0.00025,86,48716,0.08874920555078046
HNEI,SDU,0.2,0.00025,86,48716,0.08723575931116448
HNEI,SDU,0.1,0.00025,86,48716,0.08594925733705042
HNEI,SDU,0.05,0.00025,86,48716,0.08391142633841078
HNEI,SDU,0.03,0.00025,86,48716,0.08139789552824785
HNEI,SDU,0.02,0.00025,86,48716,0.07842742661531557
HNEI,SDU,0.015,0.00025,86,48716,0.07550331073402872
HNEI,SDU,0.01,0.00025,86,48716,0.07024955533276099
HNEI,SDU,0.005,0.00025,86,48716,0.05918858371404494
HNEI,SDU,1.0,0.0005,86,48716,0.08950072295095139
HNEI,SDU,0.5,0.0005,86,48716,0.08825095255981308
HNEI,SDU,0.2,0.0005,86,48716,0.08683254117293751
HNEI,SDU,0.1,0.0005,86,48716,0.0855972044729596
HNEI,SDU,0.05,0.0005,86,48716,0.08355361040775212
HNEI,SDU,0.03,0.0005,86,48716,0.0810602697865362
HNEI,SDU,0.02,0.0005,86,48716,0.07812809082339917
HNEI,SDU,0.015,0.0005,86,48716,0.07524561250178856
HNEI,SDU,0.01,0.0005,86,48716,0.0700540743884642
HNEI,SDU,0.005,0.0005,86,48716,0.059222115306212623
HNEI,SDU,1.0,0.001,86,48716,0.08888818047733837
HNEI,SDU,0.5,0.001,86,48716,0.0876648226372958
HNEI,SDU,0.2,0.001,86,48716,0.08638413531602611
HNEI,SDU,0.1,0.001,86,48716,0.08511587188568255
HNEI,SDU,0.05,0.001,86,48716,0.08300350694255906
HNEI,SDU,0.03,0.001,86,48716,0.08051923367037848
HNEI,SDU,0.02,0.001,86,48716,0.07764046447321646
HNEI,SDU,0.015,0.001,86,48716,0.07479961202407935
HNEI,SDU,0.01,0.001,86,48716,0.0697260934943501
HNEI,SDU,0.005,0.001,86,48716,0.059222729274224374
HNEI,SDU,1.0,0.002,86,48716,0.08820530729619694
HNEI,SDU,0.5,0.002,86,48716,0.08708431901119412
HNEI,SDU,0.2,0.002,86,48716,0.08585930378533624
HNEI,SDU,0.1,0.002,86,48716,0.08444187340676201
HNEI,SDU,0.05,0.002,86,48716,0.08220093416203687
HNEI,SDU,0.03,0.002,86,48716,0.07976041784787793
HNEI,SDU,0.02,0.002,86,48716,0.07691497693438297
HNEI,SDU,0.015,0.002,86,48716,0.0741452798762288
HNEI,SDU,0.01,0.002,86,48716,0.0693785132092378
HNEI,SDU,0.005,0.002,86,48716,0.05910313492483268
HNEI,SDU,1.0,0.005,86,48716,0.08732544712308109
HNEI,SDU,0.5,0.005,86,48716,0.0863601271091515
HNEI,SDU,0.2,0.005,86,48716,0.0848884749451246
HNEI,SDU,0.1,0.005,86,48716,0.08319244668226172
HNEI,SDU,0.05,0.005,86,48716,0.08094207324794142
HNEI,SDU,0.03,0.005,86,48716,0.07851516068815982
HNEI,SDU,0.02,0.005,86,48716,0.07603775401583014
HNEI,SDU,0.015,0.005,86,48716,0.07366112944357069
HNEI,SDU,0.01,0.005,86,48716,0.06909567852839756
HNEI,SDU,0.005,0.005,86,48716,0.05871536164174436
HNEI,SNL,1.0,0.0,61,96092,0.05589032331474793
HNEI,SNL,0.5,0.0,61,96092,0.05627002532666849
HNEI,SNL,0.2,0.0,61,96092,0.05693904067084559
HNEI,SNL,0.1,0.0,61,96092,0.05766530814936517
HNEI,SNL,0.05,0.0,61,96092,0.05894638869741586
HNEI,SNL,0.03,0.0,61,96092,0.060489034663307066
HNEI,SNL,0.02,0.0,61,96092,0.06225702800452425
HNEI,SNL,0.015,0.0,61,96092,0.06392457859547804
HNEI,SNL,0.01,0.0,61,96092,0.06688003014250087
HNEI,SNL,0.005,0.0,61,96092,0.0736396489581347
HNEI,SNL,1.0,0.00025,61,96092,0.057678346251014354
HNEI,SNL,0.5,0.00025,61,96092,0.05817059078422929
HNEI,SNL,0.2,0.00025,61,96092,0.058897119026968994
HNEI,SNL,0.1,0.00025,61,96092,0.059644035734627475
HNEI,SNL,0.05,0.00025,61,96092,0.0608469212277614
HNEI,SNL,0.03,0.00025,61,96092,0.06225196914307701
HNEI,SNL,0.02,0.00025,61,96092,0.06387238317580321
HNEI,SNL,0.015,0.00025,61,96092,0.06541989045795316
HNEI,SNL,0.01,0.00025,61,96092,0.06812559584797183
HNEI,SNL,0.005,0.00025,61,96092,0.07428355217107896
HNEI,SNL,1.0,0.0005,61,96092,0.058342431743180226
HNEI,SNL,0.5,0.0005,61,96092,0.05876270982749677
HNEI,SNL,0.2,0.0005,61,96092,0.059409735468910894
HNEI,SNL,0.1,0.0005,61,96092,0.06011691875371938
HNEI,SNL,0.05,0.0005,61,96092,0.061288371235376775
HNEI,SNL,0.03,0.0005,61,96092,0.06268012977854288
HNEI,SNL,0.02,0.0005,61,96092,0.06428992219886151
HNEI,SNL,0.015,0.0005,61,96092,0.06582477824429767
HNEI,SNL,0.01,0.0005,61,96092,0.06848716154000106
HNEI,SNL,0.005,0.0005,61,96092,0.07449924254747423
HNEI,SNL,1.0,0.001,61,96092,0.058878199267192004
HNEI,SNL,0.5,0.001,61,96092,0.05923788210171398
