domain,cell_id,method,rows,mae,rmse,trajectory_increase_fraction,maximum_predicted_increase
HUST,HUST/HUST_6-3,raw_pooled,1799,0.038627748844469366,0.04736843310334522,0.2875417130144605,0.006888119018714001
HUST,HUST/HUST_6-4,raw_pooled,1712,0.02851451431039306,0.043833133877359994,0.1940385739333723,0.006545569979203858
HUST,HUST/HUST_6-5,raw_pooled,2173,0.034893901284632274,0.04660680784212388,0.24953959484346225,0.008385574066085644
HUST,HUST/HUST_6-6,raw_pooled,2463,0.049467135934332745,0.053890567373448425,0.3643379366368806,0.008579532055883687
HUST,HUST/HUST_6-8,raw_pooled,2445,0.0385552429852098,0.05695493264237191,0.2684124386252046,0.005969778240020762
HUST,HUST/HUST_7-1,raw_pooled,1685,0.03442746591029966,0.0505659990140424,0.21852731591448932,0.006350506149430224
HUST,HUST/HUST_7-2,raw_pooled,2025,0.03894366555601626,0.05441907010758697,0.29150197628458496,0.00692178644565844
HUST,HUST/HUST_7-3,raw_pooled,1290,0.02447578491238756,0.037702756103776366,0.23584173778122575,0.009546591407423755
HUST,HUST/HUST_7-4,raw_pooled,1388,0.025487272350185084,0.03713425610020452,0.1780821917808219,0.008445694497720369
HUST,HUST/HUST_7-5,raw_pooled,1868,0.03512296168797222,0.04535671626685296,0.2635243706480985,0.010642833751373537
